DATE,ARGCCUSMA02STM
1981-04-01,0.000000030938999999980000000000
1981-05-01,0.000000032248999999980000000000
1981-06-01,0.000000049628000000110000000000
1981-07-01,0.000000047066000000230000000000
1981-08-01,0.000000051191000000230000000000
1981-09-01,0.000000055775
1981-10-01,0.00000006037
1981-11-01,0.000000065066999999880000000000
1981-12-01,0.000000070168999999760000000000
1982-01-01,0.00000009915
1982-02-01,0.000000100275999999640000000000
1982-03-01,0.000000108466999999880000000000
1982-04-01,0.000000118825
1982-05-01,0.000000139645
1982-06-01,0.000000151630999999640000000000
1982-07-01,0.0000003523
1982-08-01,0.00000038975
1982-09-01,0.00000038975
1982-10-01,0.00000038975
1982-11-01,0.0000004112
1982-12-01,0.00000045996
1983-01-01,0.000000514079000000950000000000
1983-02-01,0.00000057175
1983-03-01,0.00000063985
1983-04-01,0.00000071665
1983-05-01,0.000000777199999900000000000000
1983-06-01,0.000000852119999900000000000000
1983-07-01,0.000000944469999900000000000000
1983-08-01,0.00000106424
1983-09-01,0.000001211329999900000000000000
1983-10-01,0.00000145063
1983-11-01,0.00000175662
1983-12-01,0.000002137009999900000000000000
1984-01-01,0.000002487519999900000000000000
1984-02-01,0.000002775919999900000000000000
1984-03-01,0.000003087519999900000000000000
1984-04-01,0.000003509289999900000000000000
1984-05-01,0.000004085819999900000000000000
1984-06-01,0.0000047591
1984-07-01,0.00000562831
1984-08-01,0.000006839379999900000000000000
1984-09-01,0.000008335479999900000000000000
1984-10-01,0.0000104235
1984-11-01,0.000013183399999900000000000000
1984-12-01,0.0000160637
1985-01-01,0.0000199916
1985-02-01,0.0000242388
1985-03-01,0.0000306255
1985-04-01,0.0000396259
1985-05-01,0.000052473
1985-06-01,0.000074916
1985-07-01,0.00008005
1985-08-01,0.00008005
1985-09-01,0.00008005
1985-10-01,0.00008005
1985-11-01,0.00008005
1985-12-01,0.00008005
1986-01-01,0.00008005
1986-02-01,0.00008005
1986-03-01,0.00008005
1986-04-01,0.000082596
1986-05-01,0.000084641
1986-06-01,0.00008745
1986-07-01,0.000090336
1986-08-01,0.000096381
1986-09-01,0.00010493
1986-10-01,0.000109179
1986-11-01,0.000114885
1986-12-01,0.00012109
1987-01-01,0.000129019
1987-02-01,0.000138665
1987-03-01,0.000153795
1987-04-01,0.0001538
1987-05-01,0.000158779
1987-06-01,0.000170421
1987-07-01,0.000188781
1987-08-01,0.000211113
1987-09-01,0.000243987
1987-10-01,0.000323482
1987-11-01,0.00035
1987-12-01,0.000351316
1988-01-01,0.000390786
1988-02-01,0.000432071
1988-03-01,0.000490773
1988-04-01,0.000571816
1988-05-01,0.000662861
1988-06-01,0.000804636
1988-07-01,0.000962452
1988-08-01,0.001196
1988-09-01,0.001196
1988-10-01,0.00121838
1988-11-01,0.00126465
1988-12-01,0.0013127
1989-01-01,0.00136655
1989-02-01,0.0014485
1989-03-01,0.00152938
1989-04-01,0.006438
1989-05-01,0.01245
1989-06-01,0.0209286
1989-07-01,0.0565405
1989-08-01,0.06525
1989-09-01,0.06525
1989-10-01,0.06525
1989-11-01,0.06525
1989-12-01,0.146306
1990-01-01,0.167767
1990-02-01,0.373211
1990-03-01,0.4761
1990-04-01,0.495658
1990-05-01,0.499595
1990-06-01,0.5267
1990-07-01,0.532405
1990-08-01,0.602864
1990-09-01,0.57905
1990-10-01,0.558341
1990-11-01,0.527952
1990-12-01,0.511426
1991-01-01,0.648642
1991-02-01,0.93765
1991-03-01,0.946868
1991-04-01,0.9786
1991-05-01,0.986486
1991-06-01,0.99345
1991-07-01,0.993423
1991-08-01,0.993509
1991-09-01,0.991105
1991-10-01,0.991009
1991-11-01,0.990611
1991-12-01,0.9913
1992-01-01,0.9905
1992-02-01,0.99076
1992-03-01,0.9916
1992-04-01,0.99057
1992-05-01,0.9905
1992-06-01,0.9905
1992-07-01,0.99067
1992-08-01,0.9906
1992-09-01,0.9905
1992-10-01,0.9905
1992-11-01,0.9905
1992-12-01,0.9905
1993-01-01,0.999
1993-02-01,0.9993
1993-03-01,0.9992
1993-04-01,0.9988
1993-05-01,0.99885
1993-06-01,0.9988
1993-07-01,0.9985
1993-08-01,0.999
1993-09-01,0.9995
1993-10-01,0.9992
1993-11-01,0.9987
1993-12-01,0.9985
1994-01-01,0.9989
1994-02-01,0.9989
1994-03-01,0.9994
1994-04-01,0.9993
1994-05-01,0.9987
1994-06-01,0.9985
1994-07-01,0.9986
1994-08-01,0.9992
1994-09-01,0.9994
1994-10-01,0.9991
1994-11-01,0.9994
1994-12-01,0.9987
1995-01-01,0.997
1995-02-01,1.0
1995-03-01,1.0
1995-04-01,1.0
1995-05-01,1.0
1995-06-01,1.0
1995-07-01,1.0
1995-08-01,1.0
1995-09-01,1.0
1995-10-01,1.0
1995-11-01,1.0
1995-12-01,1.0
1996-01-01,1.0
1996-02-01,1.0
1996-03-01,1.0
1996-04-01,0.99995
1996-05-01,0.9995
1996-06-01,0.9995
1996-07-01,0.9995
1996-08-01,0.9995
1996-09-01,0.9995
1996-10-01,0.9995
1996-11-01,0.9995
1996-12-01,0.9995
1997-01-01,0.9995
1997-02-01,0.9995
1997-03-01,0.9995
1997-04-01,0.9995
1997-05-01,0.9995
1997-06-01,0.9995
1997-07-01,0.9995
1997-08-01,0.9995
1997-09-01,0.9995
1997-10-01,0.9995
1997-11-01,0.9995
1997-12-01,0.9995
1998-01-01,0.9995
1998-02-01,0.9995
1998-03-01,0.9995
1998-04-01,0.9995
1998-05-01,0.9995
1998-06-01,0.9995
1998-07-01,0.9995
1998-08-01,0.9995
1998-09-01,0.9995
1998-10-01,0.9995
1998-11-01,0.9995
1998-12-01,0.9995
1999-01-01,0.9995
1999-02-01,0.9995
1999-03-01,0.9995
1999-04-01,0.9995
1999-05-01,0.9995
1999-06-01,0.9995
1999-07-01,0.9995
1999-08-01,0.9995
1999-09-01,0.9995
1999-10-01,0.9995
1999-11-01,0.9995
1999-12-01,0.9995
2000-01-01,0.9995
2000-02-01,0.9995
2000-03-01,0.9995
2000-04-01,0.9995
2000-05-01,0.9995
2000-06-01,0.9995
2000-07-01,0.9995
2000-08-01,0.9995
2000-09-01,0.9995
2000-10-01,0.9995
2000-11-01,0.9995
2000-12-01,0.9995
2001-01-01,0.9995
2001-02-01,0.9995
2001-03-01,0.9995
2001-04-01,0.9995
2001-05-01,0.9995
2001-06-01,0.9995
2001-07-01,0.9995
2001-08-01,0.9995
2001-09-01,0.9995
2001-10-01,0.9995
2001-11-01,0.9995
2001-12-01,0.9995
2002-01-01,1.4
2002-02-01,1.95107
2002-03-01,2.38421
2002-04-01,2.83781
2002-05-01,3.30636
2002-06-01,3.60079
2002-07-01,3.57023
2002-08-01,3.5738
2002-09-01,3.60474
2002-10-01,3.60599
2002-11-01,3.48858
2002-12-01,3.4355
2003-01-01,3.21136
2003-02-01,3.114
2003-03-01,3.0215
2003-04-01,2.8415
2003-05-01,2.78848
2003-06-01,2.7596
2003-07-01,2.75355
2003-08-01,2.8771
2003-09-01,2.8706
2003-10-01,2.80689
2003-11-01,2.83626
2003-12-01,2.92671
2004-01-01,2.87429
2004-02-01,2.9126
2004-03-01,2.87591
2004-04-01,2.81447
2004-05-01,2.90085
2004-06-01,2.9399
2004-07-01,2.95995
2004-08-01,2.99347619047619
2004-09-01,2.97436363636364
2004-10-01,2.9488
2004-11-01,2.93377
2004-12-01,2.95123
2005-01-01,2.92452
2005-02-01,2.89845
2005-03-01,2.9063
2005-04-01,2.88071
2005-05-01,2.87043
2005-06-01,2.86405
2005-07-01,2.84986
2005-08-01,2.86832
2005-09-01,2.892
2005-10-01,2.94835
2005-11-01,2.94561
2005-12-01,2.99529
2006-01-01,3.02745
2006-02-01,3.05025
2006-03-01,3.05714
2006-04-01,3.04639
2006-05-01,3.03505
2006-06-01,3.06165
2006-07-01,3.06169
2006-08-01,3.06005
2006-09-01,3.08024
2006-10-01,3.07729
2006-11-01,3.05498
2006-12-01,3.03958
2007-01-01,3.06618
2007-02-01,3.0827
2007-03-01,3.08155
2007-04-01,3.06939
2007-05-01,3.05986
2007-06-01,3.05935
2007-07-01,3.09347619047619
2007-08-01,3.13291
2007-09-01,3.12765
2007-10-01,3.13973
2007-11-01,3.11571
2007-12-01,3.11928
2008-01-01,3.12533
2008-02-01,3.1381
2008-03-01,3.136
2008-04-01,3.147
2008-05-01,3.13043
2008-06-01,3.02342
2008-07-01,3.00291
2008-08-01,3.01325
2008-09-01,3.08005
2008-10-01,3.22259090909091
2008-11-01,3.30637
2008-12-01,3.40452380952381
2009-01-01,3.44390476190476
2009-02-01,3.49315
2009-03-01,3.64166666666667
2009-04-01,3.67238684210526
2009-05-01,3.70615789473684
2009-06-01,3.74938095238095
2009-07-01,3.78959090909091
2009-08-01,3.81935
2009-09-01,3.82222727272727
2009-10-01,3.80619047619048
2009-11-01,3.7908
2009-12-01,3.78647619047619
2010-01-01,3.8065
2010-02-01,3.85525
2010-03-01,3.84282608695652
2010-04-01,3.85604761904762
2010-05-01,3.88247368421053
2010-06-01,3.90571428571429
2010-07-01,3.91457142857143
2010-08-01,3.91809090909091
2010-09-01,3.93227272727273
2010-10-01,3.93647368421053
2010-11-01,3.94857142857143
2010-12-01,3.95675
2011-01-01,3.96247619047619
2011-02-01,4.0023
2011-03-01,4.01742105263158
2011-04-01,4.04605263157895
2011-05-01,4.06371428571429
2011-06-01,4.07619047619048
2011-07-01,4.10804761904762
2011-08-01,4.149
2011-09-01,4.18386363636364
2011-10-01,4.20261904761905
2011-11-01,4.24109523809524
2011-12-01,4.26889473684211
2012-01-01,4.30114285714286
2012-02-01,4.345
2012-03-01,4.33663636363636
2012-04-01,4.37929411764706
2012-05-01,4.43145238095238
2012-06-01,4.4965
2012-07-01,4.5497619047619
2012-08-01,4.5905
2012-09-01,4.65076315789474
2012-10-01,4.71081818181818
2012-11-01,4.7902380952381
2012-12-01,4.86110526315789
2013-01-01,4.9402380952381
2013-02-01,4.99235294117647
2013-03-01,5.0645
2013-04-01,5.14375
2013-05-01,5.22095454545455
2013-06-01,5.31472222222222
2013-07-01,5.42181818181818
2013-08-01,5.56252380952381
2013-09-01,5.72071428571429
2013-10-01,5.8295
2013-11-01,5.99836842105263
2013-12-01,6.30278947368421
2014-01-01,7.06954545454545
2014-02-01,7.79355
2014-03-01,7.88266666666667
2014-04-01,7.950675
2014-05-01,7.99285
2014-06-01,8.07505
2014-07-01,8.12391304347826
2014-08-01,8.26865
2014-09-01,8.36595454545455
2014-10-01,8.41136363636364
2014-11-01,8.46277777777778
2014-12-01,8.50631578947369
2015-01-01,8.55595
2015-02-01,8.638611111
2015-03-01,8.7375
2015-04-01,8.819
2015-05-01,8.90263157894737
2015-06-01,9.04045454545454
2015-07-01,9.09659090909091
2015-08-01,9.19825
2015-09-01,9.32159090909091
2015-10-01,9.44547619047619
2015-11-01,9.58342105263158
2015-12-01,11.45875
2016-01-01,13.592
2016-02-01,14.7789473684211
2016-03-01,14.9476190476191
2016-04-01,14.3904761904762
2016-05-01,14.1238095238095
2016-06-01,14.1825
2016-07-01,14.8775
2016-08-01,14.8386363636364
2016-09-01,15.1136363636364
2016-10-01,15.18
2016-11-01,15.3404761904762
2016-12-01,15.7325
2017-01-01,15.9090909090909
2017-02-01,15.5944444444444
2017-03-01,15.5159090909091
2017-04-01,15.3527777777778
2017-05-01,15.732380952381
2017-06-01,16.1166666666667
2017-07-01,17.1971428571429
2017-08-01,17.4188636363636
2017-09-01,17.2452380952381
2017-10-01,17.4690476190476
2017-11-01,17.4825
2017-12-01,17.7184210526316
2018-01-01,18.9818
2018-02-01,19.8333
2018-03-01,20.695
2018-04-01,20.2368
2018-05-01,23.6783
2018-06-01,26.5658
2018-07-01,27.5296
2018-08-01,30.1107
2018-09-01,38.4326
2018-10-01,36.9568
2018-11-01,36.3845
2018-12-01,37.7347
2019-01-01,37.2884
2019-02-01,38.3045
2019-03-01,41.4158
2019-04-01,43.1629
2019-05-01,44.7773
2019-06-01,43.6307
2019-07-01,42.48
2019-08-01,52.4914
2019-09-01,56.3633
2019-10-01,58.4403
2019-11-01,59.6453
2019-12-01,59.7748
2020-01-01,59.9103
2020-02-01,61.2561
2020-03-01,63.0241
2020-04-01,65.6639
2020-05-01,67.6284
2020-06-01,69.4424
2020-07-01,71.3795
2020-08-01,73.198
2020-09-01,75.1036
2020-10-01,77.4843
2020-11-01,79.8411
2020-12-01,82.5383
2021-01-01,85.8755
2021-02-01,88.5522
2021-03-01,90.9659
2021-04-01,92.764
2021-05-01,94.0042
2021-06-01,95.1543
2021-07-01,96.1348
2021-08-01,97.111
2021-09-01,98.1791
2021-10-01,99.1495
2021-11-01,100.2124
2021-12-01,101.786
2022-01-01,103.8881
2022-02-01,106.2047
2022-03-01,109.3552
2022-04-01,113.2374
2022-05-01,117.6745
2022-06-01,122.6425
2022-07-01,128.3519
2022-08-01,135.202
2022-09-01,143.5305
2022-10-01,152.4895
2022-11-01,162.0233
2022-12-01,172.799
2023-01-01,182.1445
2023-02-01,191.79
2023-03-01,202.9509
2023-04-01,216.3661
2023-05-01,231.0075
2023-06-01,248.575
2023-07-01,266.2262
2023-08-01,321.7545
2023-09-01,349.5048
